file_change_id,commit,function_names,cwes,reason,details,top_candidates
265011819410622,https://github.com/django/django/commit/a9010fe5555e6086a9d9ae50069579400ef0685e,as_sql,CWE-89,missing_before_or_after_change_match,,django/db/models/functions/datetime.py|score=26|del=0|add=2;django/db/backends/base/operations.py|score=0|del=0|add=0;tests/db_functions/datetime/test_extract_trunc.py|score=0|del=0|add=0
191277889976499,https://github.com/django/django/commit/c9e3b9949cd55f090591fbdc4a114fcb8368b6d9,process_request,CWE-287,missing_before_or_after_change_match,,django/contrib/auth/middleware.py|score=48|del=0|add=4;django/contrib/auth/tests/remote_user.py|score=0|del=0|add=0
41880299053421,https://github.com/django/django/commit/de67dedc771ad2edec15c1d00c083a1a084e1e89,is_safe_url,CWE-79,missing_before_or_after_change_match,,django/utils/http.py|score=15|del=0|add=1;tests/utils_tests/test_http.py|score=2|del=0|add=0
29334432087284,https://github.com/ethyca/fides/commit/f526d9ffb176006d701493c9d0eff6b4884e811f,read_other_paths,CWE-22,missing_before_or_after_change_match,,src/fides/api/main.py|score=56|del=0|add=5;src/fides/api/common_exceptions.py|score=0|del=0|add=0;tests/ops/util/test_api_router.py|score=0|del=0|add=0
271748096323764,https://github.com/graphite-project/graphite-web/commit/2f178f490e10efc03cd1d27c72f64ecab224eb23,delete;template;save;save_template,CWE-79,missing_before_or_after_change_match,,webapp/graphite/dashboard/views.py|score=34|del=0|add=2;webapp/tests/test_dashboard.py|score=2|del=0|add=0;webapp/graphite/errors.py|score=0|del=0|add=0;webapp/graphite/util.py|score=0|del=0|add=0;webapp/tests/base.py|score=0|del=0|add=0
60264601189443,https://github.com/inventree/inventree/commit/5a08ef908dd5344b4433436a4679d122f7f99e41,save,CWE-79,missing_before_or_after_change_match,,InvenTree/InvenTree/models.py|score=24|del=0|add=2;InvenTree/InvenTree/sanitizer.py|score=0|del=0|add=0;InvenTree/InvenTree/tests.py|score=0|del=0|add=0
14100720783139,https://github.com/inventree/inventree/commit/e83995b4f564574445e2ba059de0c03ed69411c4,create,CWE-79,missing_before_or_after_change_match,,InvenTree/InvenTree/mixins.py|score=52|del=0|add=5;InvenTree/order/api.py|score=26|del=1|add=1;InvenTree/part/api.py|score=15|del=1|add=0;InvenTree/plugin/api.py|score=14|del=1|add=0;InvenTree/stock/api.py|score=13|del=1|add=0
44986760346234,https://github.com/ipython/ipython/commit/c2078a53543ed502efd968649fee1125e0eb549c,json_errors;json_errors.wrapper,CWE-79,missing_before_or_after_change_match,,IPython/html/base/handlers.py|score=16|del=0|add=1
275874472712541,https://github.com/kiwitcms/kiwi/commit/a2b169ffdef1d7c1755bade8138578423b35011b,diff_objects,CWE-79,missing_before_or_after_change_match,,tcms/core/history.py|score=48|del=0|add=4
154593543241680,https://github.com/kiwitcms/kiwi/commit/afc320f97b13a4c16e904cef54890edcc53db802,process_response,CWE-79,missing_before_or_after_change_match,,tcms/core/middleware.py|score=25|del=0|add=2
83021111341505,https://github.com/kiwitcms/kiwi/commit/d789f4b51025de4f8c747c037d02e1b0da80b034,deny_uploads_containing_script_tag,CWE-79,missing_before_or_after_change_match,,tcms/kiwi_attachments/validators.py|score=24|del=0|add=2;tcms/kiwi_attachments/tests/test_validators.py|score=0|del=0|add=0
10613500693878,https://github.com/man-group/dtale/commit/bf8c54ab2490803f45f0652a9a0e221a94d39668,set_app_settings,CWE-79,missing_before_or_after_change_match,,dtale/global_state.py|score=77|del=0|add=7;dtale/views.py|score=20|del=0|add=2;tests/dtale/test_views.py|score=12|del=0|add=1;dtale/__init__.py|score=0|del=0|add=0;dtale/app.py|score=0|del=0|add=0
250842329063331,https://github.com/man-group/dtale/commit/bf8c54ab2490803f45f0652a9a0e221a94d39668,base_render_template;test_filter,CWE-79,missing_before_or_after_change_match,,dtale/views.py|score=110|del=0|add=10;tests/dtale/test_views.py|score=20|del=0|add=2;dtale/config.py|score=13|del=0|add=1;dtale/global_state.py|score=10|del=0|add=1;dtale/__init__.py|score=0|del=0|add=0
197974201922879,https://github.com/mlflow/mlflow/commit/28ff3f94994941e038f2172c6484b65dc4db6ca1,_get_request_json;create_promptlab_run_handler;search_datasets_handler,CWE-79,missing_before_or_after_change_match,,mlflow/server/handlers.py|score=30|del=0|add=2;mlflow/server/validation.py|score=20|del=0|add=2;mlflow/server/auth/__init__.py|score=1|del=0|add=0;tests/server/test_handlers.py|score=0|del=0|add=0
275722094479786,https://github.com/mlflow/mlflow/commit/5044878da0c1851ccfdd5c0a867157ed9a502fbc,validate_path_is_safe,CWE-22,missing_before_or_after_change_match,,mlflow/utils/uri.py|score=13|del=0|add=1;mlflow/server/handlers.py|score=2|del=0|add=0;mlflow/store/artifact/http_artifact_repo.py|score=2|del=0|add=0
197822260895094,https://github.com/mlflow/mlflow/commit/cf83dad4df26dd4a850622fe8a51ccab1471a5e7,validate_path_is_safe,CWE-22,missing_before_or_after_change_match,,mlflow/server/handlers.py|score=16|del=0|add=1;tests/tracking/test_rest_tracking.py|score=0|del=0|add=0
201815522635734,https://github.com/moggers87/django-sendfile2/commit/f870c52398a55b9b5189932dd8caa24efb4bc1e1,sendfile,CWE-22,download_or_parse_error,Cannot download https://github.com/moggers87/django-sendfile2/commit/f870c52398a55b9b5189932dd8caa24efb4bc1e1.diff: HTTP Error 404: Not Found,
277983455297642,https://github.com/moggers87/django-sendfile2/commit/f870c52398a55b9b5189932dd8caa24efb4bc1e1,sendfile,CWE-22,download_or_parse_error,Cannot download https://github.com/moggers87/django-sendfile2/commit/f870c52398a55b9b5189932dd8caa24efb4bc1e1.diff: HTTP Error 404: Not Found,
272661131938414,https://github.com/nvbn/thefuck/commit/e343c577cd7da4d304b837d4a07ab4df1e023092,side_effect,CWE-22,missing_before_or_after_change_match,,thefuck/rules/dirty_unzip.py|score=28|del=0|add=2;thefuck/rules/dirty_untar.py|score=26|del=0|add=2
93529023078974,https://github.com/nvbn/thefuck/commit/e343c577cd7da4d304b837d4a07ab4df1e023092,side_effect,CWE-22,missing_before_or_after_change_match,,thefuck/rules/dirty_untar.py|score=28|del=0|add=2;thefuck/rules/dirty_unzip.py|score=26|del=0|add=2
20235759745208,https://github.com/openstack/keystone/commit/14b136aed9d988f5a8f3e699bd4577c9b874d6c1,get_user_roles,CWE-287,missing_before_or_after_change_match,,keystone/identity/core.py|score=16|del=0|add=1;tests/test_content_types.py|score=0|del=0|add=0
160063114288698,https://github.com/openstack/keystone/commit/1d146f5c32e58a73a677d308370f147a3271c2cb,get_service;get_services;delete_service;create_service,CWE-287,missing_before_or_after_change_match,,keystone/catalog/core.py|score=24|del=0|add=1;tests/test_content_types.py|score=0|del=0|add=0
40273215034811,https://github.com/openstack/keystone/commit/24df3adb3f50cbb5ada411bc67aba8a781e6a431,get_services;delete_service;create_service;get_service,CWE-287,missing_before_or_after_change_match,,keystone/catalog/core.py|score=24|del=0|add=1;tests/test_content_types.py|score=0|del=0|add=0
235920789835841,https://github.com/openstack/keystone/commit/4ebfdfaf23c6da8e3c182bf3ec2cb2b7132ef685,authenticate,CWE-287,missing_before_or_after_change_match,,keystone/service.py|score=68|del=0|add=6;tests/test_keystoneclient.py|score=0|del=0|add=0
217899374501049,https://github.com/openstack/keystone/commit/5373601bbdda10f879c08af1698852142b75f8d5,authenticate,CWE-287,missing_before_or_after_change_match,,keystone/service.py|score=38|del=0|add=3;tests/test_keystoneclient.py|score=0|del=0|add=0
234490462723268,https://github.com/openstack/keystone/commit/868054992faa45d6f42d822bf1588cb88d7c9ccb,get_user_roles,CWE-287,missing_before_or_after_change_match,,keystone/identity/core.py|score=16|del=0|add=1;tests/test_content_types.py|score=0|del=0|add=0
209027085613887,https://github.com/piccolo-orm/piccolo/commit/82679eb8cd1449cf31d87c9914a072e70168b6eb,savepoint;rollback_to;release,CWE-89,missing_before_or_after_change_match,,piccolo/engine/postgres.py|score=32|del=0|add=2;piccolo/engine/sqlite.py|score=32|del=0|add=2;tests/engine/test_transaction.py|score=2|del=0|add=0;piccolo/engine/base.py|score=0|del=0|add=0
253206858836448,https://github.com/piccolo-orm/piccolo/commit/82679eb8cd1449cf31d87c9914a072e70168b6eb,savepoint;rollback_to;release,CWE-89,missing_before_or_after_change_match,,piccolo/engine/postgres.py|score=32|del=0|add=2;piccolo/engine/sqlite.py|score=32|del=0|add=2;tests/engine/test_transaction.py|score=2|del=0|add=0;piccolo/engine/base.py|score=0|del=0|add=0
241598604928796,https://github.com/pyload/pyload/commit/695bb70cd88608dc4fee18a6a7ecb66722ebfd8f,add_package,CWE-22,missing_before_or_after_change_match,,src/pyload/core/api/__init__.py|score=28|del=0|add=2;src/pyload/webui/app/blueprints/json_blueprint.py|score=0|del=0|add=0
79204015832308,https://github.com/ronf/asyncssh/commit/16e6ebfa893167c7d9d3f6dc7a2c0d197e47f43a,_recv_packet,CWE-287,missing_before_or_after_change_match,,asyncssh/connection.py|score=48|del=0|add=4;tests/test_connection.py|score=0|del=0|add=0
84142827059564,https://github.com/tabatkins/bikeshed/commit/b2f668fca204260b1cad28d5078e93471cb6b2dd,processTags,CWE-78,missing_before_or_after_change_match,,bikeshed/inlineTags/__init__.py|score=37|del=0|add=3;bikeshed/Spec.py|score=1|del=0|add=0;bikeshed/InputSource.py|score=0|del=0|add=0;bikeshed/cli.py|score=0|del=0|add=0;bikeshed/config/main.py|score=0|del=0|add=0
256130440484795,https://github.com/triaxtec/openapi-python-client/commit/3e7dfae5d0b3685abf1ede1bc6c086a116ac4746,_build_api,CWE-22,missing_before_or_after_change_match,,openapi_python_client/__init__.py|score=18|del=0|add=1;end_to_end_tests/regen_golden_master.py|score=0|del=0|add=0;openapi_python_client/utils.py|score=0|del=0|add=0;tests/test___init__.py|score=0|del=0|add=0;tests/test_templates/conftest.py|score=0|del=0|add=0
208785298790342,https://github.com/zopefoundation/Zope/commit/1f8456bf1f908ea46012537d52bd7e752a532c91,boboAwareZopeTraverse,CWE-22,missing_before_or_after_change_match,,src/Products/PageTemplates/Expressions.py|score=67|del=0|add=6;src/Products/PageTemplates/expression.py|score=64|del=0|add=6;src/Products/PageTemplates/tests/testChameleonTalesExpressions.py|score=0|del=0|add=0;src/Products/PageTemplates/tests/testExpressions.py|score=0|del=0|add=0;src/Products/PageTemplates/tests/testHTMLTests.py|score=0|del=0|add=0
259870558096237,https://github.com/zopefoundation/Zope/commit/26a55dbc301db417f47cafda6fe0f983b5690088,index_html,CWE-79,missing_before_or_after_change_match,,src/OFS/Image.py|score=138|del=0|add=13;src/OFS/tests/testFileAndImage.py|score=2|del=0|add=0
151674220490980,https://github.com/zopefoundation/Zope/commit/603b0a12881c90a072a7a65e32d47ed898ce37cb,index_html,CWE-79,missing_before_or_after_change_match,,src/OFS/Image.py|score=118|del=0|add=11;src/OFS/tests/testFileAndImage.py|score=2|del=0|add=0
